,STATE,ENERGY_SOURCE,YEAR,GENERATION,TOTAL_GEN,PERCENT_GEN
0,AK,Coal,1990,311960.0,4493024.0,0.06943207959717108
1,AK,Coal,1991,325914.0,4286431.0,0.07603388460003205
2,AK,Coal,1992,289529.0,4167054.0,0.06948050109261843
3,AK,Coal,1993,322564.0,4581047.0,0.07041272442740709
4,AK,Coal,1994,294615.0,4762116.0,0.06186640560624731
5,AK,Coal,1995,309232.0,4846922.0,0.06379966502452485
6,AK,Coal,1996,229129.0,4982268.0,0.04598889501728932
7,AK,Coal,1997,237165.0,5108003.0,0.04643008236291169
8,AK,Coal,1998,171053.0,4590270.0,0.03726425678663782
9,AK,Coal,1999,156188.0,4609315.0,0.03388529532045434
10,AK,Coal,2000,184901.0,4937687.0,0.03744688555592932
11,AK,Coal,2001,194008.0,5416191.0,0.03582000708616073
12,AK,Coal,2002,204490.0,5471990.0,0.037370316831719354
13,AK,Coal,2003,167555.0,5673462.0,0.029533113996357073
14,AK,Coal,2004,211075.0,5866420.0,0.0359802059859335
15,AK,Coal,2005,219320.0,5946148.0,0.03688438296524069
16,AK,Coal,2006,209952.0,6068520.0,0.034596903363587825
17,AK,Coal,2007,213648.0,6226211.0,0.03431428841714487
18,AK,Coal,2008,220360.0,6262148.0,0.03518920344904017
19,AK,Coal,2009,212944.0,6166762.0,0.034530925630014586
20,AK,Coal,2010,189477.0,6205050.0,0.030535934440496047
21,AK,Coal,2011,177939.74,6273843.96,0.028362155822568465
22,AK,Coal,2012,215310.0,6379926.0,0.03374804033777194
23,AK,Coal,2013,191063.84,5898110.89,0.03239407389303934
24,AK,Coal,2014,256654.95,5562303.55,0.046141845315148255
25,AK,Coal,2015,360351.0,5800990.0,0.062118879708463554
26,AK,Coal,2016,295148.0,5709849.0,0.05169103421123746
27,AK,Coal,2017,270981.0,5873253.0,0.046138145249319244
28,AK,Coal,2018,347268.0,5631414.0,0.061666217401171355
29,AK,Coal,2019,405504.0,5503417.0,0.07368222324421354
30,AK,Hydro,1990,974521.0,4493024.0,0.21689645993433376
31,AK,Hydro,1991,896113.0,4286431.0,0.20905807185511677
32,AK,Hydro,1992,918120.0,4167054.0,0.22032831827953273
33,AK,Hydro,1993,1302992.0,4581047.0,0.2844310481861461
34,AK,Hydro,1994,1345407.0,4762116.0,0.28252293728250216
35,AK,Hydro,1995,1372115.0,4846922.0,0.2830899692629673
36,AK,Hydro,1996,1265863.0,4982268.0,0.25407364678094396
37,AK,Hydro,1997,1098953.0,5108003.0,0.2151433740348234
38,AK,Hydro,1998,1113332.0,4590270.0,0.2425417241251604
39,AK,Hydro,1999,816608.0,4609315.0,0.17716471970347003
40,AK,Hydro,2000,1001819.0,4937687.0,0.20289236640556602
41,AK,Hydro,2001,1345665.0,5416191.0,0.24845227947094184
42,AK,Hydro,2002,1439351.0,5471990.0,0.2630397716370096
43,AK,Hydro,2003,1582536.0,5673462.0,0.27893656465840433
44,AK,Hydro,2004,1498020.0,5866420.0,0.2553550547011636
45,AK,Hydro,2005,1463942.0,5946148.0,0.24620006094701982
46,AK,Hydro,2006,1223607.0,6068520.0,0.20163186411184275
47,AK,Hydro,2007,1291223.0,6226211.0,0.2073850372240838
48,AK,Hydro,2008,1171801.0,6262148.0,0.1871244499491229
49,AK,Hydro,2009,1323744.0,6166762.0,0.21465787069453954
50,AK,Hydro,2010,1433141.0,6205050.0,0.23096365057493493
51,AK,Hydro,2011,1344745.75,6273843.96,0.2143415995956648
52,AK,Hydro,2012,1575045.0,6379926.0,0.246875120495128
53,AK,Hydro,2013,1435479.43,5898110.89,0.2433795255416095
54,AK,Hydro,2014,1538738.0,5562303.55,0.27663682612215584
55,AK,Hydro,2015,1568929.0,5800990.0,0.2704588354746345
56,AK,Hydro,2016,1491005.0,5709849.0,0.26112862179017343
57,AK,Hydro,2017,1461582.0,5873253.0,0.248853914517219
58,AK,Hydro,2018,1488603.0,5631414.0,0.2643391162503769
59,AK,Hydro,2019,1493024.0,5503417.0,0.2712903637867165
60,AK,Natural Gas,1990,2869638.0,4493024.0,0.6386874407971113
61,AK,Natural Gas,1991,2657316.0,4286431.0,0.6199367259148695
62,AK,Natural Gas,1992,2552417.0,4167054.0,0.6125231398489196
63,AK,Natural Gas,1993,2496949.0,4581047.0,0.5450607688591713
64,AK,Natural Gas,1994,2680897.0,4762116.0,0.5629633969437116
65,AK,Natural Gas,1995,2678935.0,4846922.0,0.5527085024269011
66,AK,Natural Gas,1996,2843998.0,4982268.0,0.5708239701276607
67,AK,Natural Gas,1997,3031164.0,5108003.0,0.5934146867180775
68,AK,Natural Gas,1998,2548971.0,4590270.0,0.555298707919142
69,AK,Natural Gas,1999,2838480.0,4609315.0,0.6158138465260022
70,AK,Natural Gas,2000,3193954.0,4937687.0,0.6468522609877864
71,AK,Natural Gas,2001,3027807.0,5416191.0,0.5590288451792044
72,AK,Natural Gas,2002,2952996.0,5471990.0,0.5396566879690935
73,AK,Natural Gas,2003,3147997.0,5673462.0,0.5548635030956407
74,AK,Natural Gas,2004,3475477.0,5866420.0,0.5924357615036087
75,AK,Natural Gas,2005,3576738.0,5946148.0,0.6015218591935485
76,AK,Natural Gas,2006,3939921.0,6068520.0,0.6492391884676989
77,AK,Natural Gas,2007,3788325.0,6226211.0,0.6084478987300623
78,AK,Natural Gas,2008,3942237.0,6262148.0,0.6295343067586394
79,AK,Natural Gas,2009,3518554.0,6166762.0,0.5705675036591327
80,AK,Natural Gas,2010,3684809.0,6205050.0,0.5938403397232899
81,AK,Natural Gas,2011,3846484.04,6273843.96,0.6130984551933294
82,AK,Natural Gas,2012,3566219.0,6379926.0,0.5589749787066496
83,AK,Natural Gas,2013,3356112.7,5898110.89,0.5690148528217991
84,AK,Natural Gas,2014,3218790.74,5562303.55,0.5786794465756908
85,AK,Natural Gas,2015,3019411.0,5800990.0,0.5204992596091357
86,AK,Natural Gas,2016,2976677.0,5709849.0,0.5213232433992563
87,AK,Natural Gas,2017,3170144.0,5873253.0,0.5397594825218665
88,AK,Natural Gas,2018,2882912.0,5631414.0,0.5119339476728225
89,AK,Natural Gas,2019,2618766.0,5503417.0,0.47584364404877916
90,AK,Oil,1990,336905.0,4493024.0,0.0749840196713839
91,AK,Oil,1991,407088.0,4286431.0,0.09497131762998168
92,AK,Oil,1992,406988.0,4167054.0,0.0976680407789292
93,AK,Oil,1993,458542.0,4581047.0,0.10009545852727553
94,AK,Oil,1994,441197.0,4762116.0,0.09264726016753896
95,AK,Oil,1995,486640.0,4846922.0,0.10040186328560682
96,AK,Oil,1996,643278.0,4982268.0,0.129113488074106
97,AK,Oil,1997,740721.0,5108003.0,0.1450118568841874
98,AK,Oil,1998,756914.0,4590270.0,0.16489531116905978
99,AK,Oil,1999,798039.0,4609315.0,0.1731361384500734
100,AK,Oil,2000,557013.0,4937687.0,0.11280848705071828
101,AK,Oil,2001,847761.0,5416191.0,0.15652346824548838
102,AK,Oil,2002,875153.0,5471990.0,0.15993322356217757
103,AK,Oil,2003,775374.0,5673462.0,0.13666681824959787
104,AK,Oil,2004,681848.0,5866420.0,0.11622897780929425
105,AK,Oil,2005,685559.0,5946148.0,0.11529464116937553
106,AK,Oil,2006,694252.0,6068520.0,0.11440219361557678
107,AK,Oil,2007,932003.0,6226211.0,0.1496902369675554
108,AK,Oil,2008,927681.0,6262148.0,0.14814102125979775
109,AK,Oil,2009,1104493.0,6166762.0,0.17910420411879038
110,AK,Oil,2010,885016.0,6205050.0,0.14262834304316646
111,AK,Oil,2011,892228.44,6273843.96,0.1422139992146059
112,AK,Oil,2012,985960.0,6379926.0,0.15454097743453452
113,AK,Oil,2013,770422.93,5898110.89,0.13062198123575802
114,AK,Oil,2014,398475.87,5562303.55,0.07163864151211237
115,AK,Oil,2015,695012.0,5800990.0,0.11980920498052919
116,AK,Oil,2016,780110.0,5709849.0,0.1366253293213183
117,AK,Oil,2017,831569.0,5873253.0,0.14158576175758136
118,AK,Oil,2018,760716.0,5631414.0,0.13508436779821195
119,AK,Oil,2019,847435.0,5503417.0,0.15398342520655803
120,AK,Other,2008,0.0,6262148.0,0.0
121,AK,Other,2009,0.0,6166762.0,0.0
122,AK,Other,2010,0.0,6205050.0,0.0
123,AK,Other,2011,0.0,6273843.96,0.0
124,AK,Other,2012,0.0,6379926.0,0.0
125,AK,Other,2013,-257.0,5898110.89,-4.357327367915933e-05
126,AK,Other,2014,-2313.0,5562303.55,-0.0004158349106999024
127,AK,Other,2015,-2407.0,5800990.0,-0.0004149291758820477
128,AK,Other,2016,-2392.0,5709849.0,-0.00041892526404813856
129,AK,Other,2017,-2711.0,5873253.0,-0.00046158406593415946
130,AK,Other,2018,-3100.0,5631414.0,-0.0005504834132244584
131,AK,Other,2019,-3902.0,5503417.0,-0.0007090140543593189
132,AK,Total,1990,4493024.0,4493024.0,1.0
133,AK,Total,1991,4286431.0,4286431.0,1.0
134,AK,Total,1992,4167054.0,4167054.0,1.0
135,AK,Total,1993,4581047.0,4581047.0,1.0
136,AK,Total,1994,4762116.0,4762116.0,1.0
137,AK,Total,1995,4846922.0,4846922.0,1.0
138,AK,Total,1996,4982268.0,4982268.0,1.0
139,AK,Total,1997,5108003.0,5108003.0,1.0
140,AK,Total,1998,4590270.0,4590270.0,1.0
141,AK,Total,1999,4609315.0,4609315.0,1.0
142,AK,Total,2000,4937687.0,4937687.0,1.0
143,AK,Total,2001,5416191.0,5416191.0,1.0
144,AK,Total,2002,5471990.0,5471990.0,1.0
145,AK,Total,2003,5673462.0,5673462.0,1.0
146,AK,Total,2004,5866420.0,5866420.0,1.0
147,AK,Total,2005,5946148.0,5946148.0,1.0
148,AK,Total,2006,6068520.0,6068520.0,1.0
149,AK,Total,2007,6226211.0,6226211.0,1.0
150,AK,Total,2008,6262148.0,6262148.0,1.0
151,AK,Total,2009,6166762.0,6166762.0,1.0
152,AK,Total,2010,6205050.0,6205050.0,1.0
153,AK,Total,2011,6273843.96,6273843.96,1.0
154,AK,Total,2012,6379926.0,6379926.0,1.0
155,AK,Total,2013,5898110.89,5898110.89,1.0
156,AK,Total,2014,5562303.55,5562303.55,1.0
157,AK,Total,2015,5800990.0,5800990.0,1.0
158,AK,Total,2016,5709849.0,5709849.0,1.0
159,AK,Total,2017,5873253.0,5873253.0,1.0
160,AK,Total,2018,5631414.0,5631414.0,1.0
161,AK,Total,2019,5503417.0,5503417.0,1.0
162,AK,Wind,1990,0.0,4493024.0,0.0
163,AK,Wind,1991,0.0,4286431.0,0.0
164,AK,Wind,1992,0.0,4167054.0,0.0
165,AK,Wind,1993,0.0,4581047.0,0.0
166,AK,Wind,1994,0.0,4762116.0,0.0
167,AK,Wind,1995,0.0,4846922.0,0.0
168,AK,Wind,1996,0.0,4982268.0,0.0
169,AK,Wind,1997,0.0,5108003.0,0.0
170,AK,Wind,1998,0.0,4590270.0,0.0
171,AK,Wind,1999,0.0,4609315.0,0.0
172,AK,Wind,2000,0.0,4937687.0,0.0
173,AK,Wind,2001,950.0,5416191.0,0.00017540001820467557
174,AK,Wind,2005,589.0,5946148.0,9.905572481546036e-05
175,AK,Wind,2006,788.0,6068520.0,0.0001298504412937586
176,AK,Wind,2007,1012.0,6226211.0,0.0001625386611536294
177,AK,Wind,2008,68.0,6262148.0,1.0858893785327335e-05
178,AK,Wind,2009,7027.0,6166762.0,0.0011394958975228815
179,AK,Wind,2010,12607.0,6205050.0,0.0020317322181126665
180,AK,Wind,2011,12446.0,6273843.96,0.0019837917677506278
181,AK,Wind,2012,37392.0,6379926.0,0.005860883025915975
182,AK,Wind,2013,145289.0,5898110.89,0.02463314147693144
183,AK,Wind,2014,151957.0,5562303.55,0.02731907718340902
184,AK,Wind,2015,159694.0,5800990.0,0.027528749403119123
185,AK,Wind,2016,169301.0,5709849.0,0.02965069654206267
186,AK,Wind,2017,141687.0,5873253.0,0.024124109756552287
187,AK,Wind,2018,155015.0,5631414.0,0.027526834290641747
188,AK,Wind,2019,142591.0,5503417.0,0.025909539473385354
189,AL,Coal,1990,53301276.0,76259632.0,0.6989448362404896
190,AL,Coal,1991,57897011.0,85076034.0,0.6805325575002709
191,AL,Coal,1992,60689987.0,90817466.0,0.6682633822881603
192,AL,Coal,1993,66758044.0,94134546.0,0.7091768839040239
193,AL,Coal,1994,62768480.0,95186370.0,0.6594271847954702
194,AL,Coal,1995,68553249.0,99596562.0,0.6883093916434585
195,AL,Coal,1996,73598580.0,115099058.0,0.6394368579454404
196,AL,Coal,1997,71586318.0,113688479.0,0.6296708217901306
197,AL,Coal,1998,71457433.0,113398250.0,0.630145817946926
198,AL,Coal,1999,73220751.0,113957482.0,0.6425269294735733
199,AL,Coal,2000,76930683.0,118079367.0,0.6515167294214915
200,AL,Coal,2001,71483576.0,118789017.0,0.6017692359555429
201,AL,Coal,2002,71630811.0,126096636.0,0.5680628228654728
202,AL,Coal,2003,76238978.0,130910429.0,0.5823751291808844
203,AL,Coal,2004,74475725.0,130681647.0,0.5699019465219932
204,AL,Coal,2005,77742466.0,131124893.0,0.5928886897166048
205,AL,Coal,2006,77664239.0,131468576.0,0.5907437454863739
206,AL,Coal,2007,77575448.0,133474823.0,0.581199107490107
207,AL,Coal,2008,74280210.0,138738042.0,0.535399007577172
208,AL,Coal,2009,55083056.0,134083981.0,0.41081011757847496
209,AL,Coal,2010,62502076.0,143689514.0,0.4349800779477896
210,AL,Coal,2011,56538933.01,148258894.0,0.38135272350001476
211,AL,Coal,2012,45377940.0,144238013.0,0.31460458346718906
212,AL,Coal,2013,46859709.0,142410764.0,0.3290461176094807
213,AL,Coal,2014,47170200.65,141376777.0,0.3336488612270458
214,AL,Coal,2015,41311033.0,142928307.0,0.28903324937585667
215,AL,Coal,2016,34186115.0,133623374.0,0.2558393339177321
216,AL,Coal,2017,31411130.0,131281253.0,0.2392659216925664
217,AL,Coal,2018,31733668.0,135571616.0,0.23407309683466487
218,AL,Coal,2019,26638143.0,134619705.0,0.19787699727911304
219,AL,Hydro,1990,10366507.0,76259632.0,0.13593701842148936
220,AL,Hydro,1991,10757723.0,85076034.0,0.12644833679012352
221,AL,Hydro,1992,10260023.0,90817466.0,0.11297411667486956
222,AL,Hydro,1993,9034210.0,94134546.0,0.09597124949218962
223,AL,Hydro,1994,11429120.0,95186370.0,0.12007097234614578
224,AL,Hydro,1995,9501510.0,99596562.0,0.09539997977038606
225,AL,Hydro,1996,11081921.0,115099058.0,0.0962815959796995
226,AL,Hydro,1997,11520637.0,113688479.0,0.10133513176827706
227,AL,Hydro,1998,10564857.0,113398250.0,0.09316596155584411
228,AL,Hydro,1999,7759602.0,113957482.0,0.0680920801672329
229,AL,Hydro,2000,5817631.0,118079367.0,0.04926881933572696
230,AL,Hydro,2001,8356382.0,118789017.0,0.07034641931585309
231,AL,Hydro,2002,8824787.0,126096636.0,0.06998431742461393
232,AL,Hydro,2003,12664867.0,130910429.0,0.0967445229287271
233,AL,Hydro,2004,10626221.0,130681647.0,0.08131379764443893
234,AL,Hydro,2005,10144581.0,131124893.0,0.07736579049105496
235,AL,Hydro,2006,7251786.0,131468576.0,0.05515984291181491
236,AL,Hydro,2007,4136114.0,133474823.0,0.0309879714169016
237,AL,Hydro,2008,6136148.0,138738042.0,0.044228301852494066
238,AL,Hydro,2009,12535373.0,134083981.0,0.09348896793271673
239,AL,Hydro,2010,8704254.0,143689514.0,0.06057682121466428
240,AL,Hydro,2011,8883598.0,148258894.0,0.05991949461055605
241,AL,Hydro,2012,7435223.0,144238013.0,0.051548290532815365
242,AL,Hydro,2013,12899178.0,142410764.0,0.09057726844299493
243,AL,Hydro,2014,9466872.0,141376777.0,0.06696200182863131
244,AL,Hydro,2015,9861804.0,142928307.0,0.0689982565874792
245,AL,Hydro,2016,6984803.0,133623374.0,0.052272314273399505
246,AL,Hydro,2017,9237323.0,131281253.0,0.07036284914191061
247,AL,Hydro,2018,11143139.0,135571616.0,0.08219374621897256
248,AL,Hydro,2019,11405216.0,134619705.0,0.08472174263047152
249,AL,Natural Gas,1990,420115.0,76259632.0,0.005509009012789361
250,AL,Natural Gas,1991,417106.0,85076034.0,0.004902743820897904
251,AL,Natural Gas,1992,362658.0,90817466.0,0.0039932627056562
252,AL,Natural Gas,1993,440552.0,94134546.0,0.0046800246957158535
253,AL,Natural Gas,1994,379007.0,95186370.0,0.003981736040569674
254,AL,Natural Gas,1995,686234.0,99596562.0,0.0068901374326555565
255,AL,Natural Gas,1996,555244.0,115099058.0,0.004824053381913864
256,AL,Natural Gas,1997,890036.0,113688479.0,0.007828726427063906
257,AL,Natural Gas,1998,2453352.0,113398250.0,0.021634831225349597
258,AL,Natural Gas,1999,1930587.0,113957482.0,0.016941292191766752
259,AL,Natural Gas,2000,3721963.0,118079367.0,0.031520858339289706
260,AL,Natural Gas,2001,8329396.0,118789017.0,0.07011924343140241
261,AL,Natural Gas,2002,13577585.0,126096636.0,0.10767602872450935
262,AL,Natural Gas,2003,10119725.0,130910429.0,0.07730266470977648
263,AL,Natural Gas,2004,13829240.0,130681647.0,0.10582388818530884
264,AL,Natural Gas,2005,11401916.0,131124893.0,0.08695462577040959
265,AL,Natural Gas,2006,14549149.0,131468576.0,0.11066636182322383
266,AL,Natural Gas,2007,17361378.0,133474823.0,0.1300723058460246
267,AL,Natural Gas,2008,19212108.0,138738042.0,0.13847757776486425
268,AL,Natural Gas,2009,26654984.0,134083981.0,0.19879320259740796
269,AL,Natural Gas,2010,34427218.0,143689514.0,0.23959450513556613
270,AL,Natural Gas,2011,43377862.51,148258894.0,0.2925818569103854
271,AL,Natural Gas,2012,50507670.0,144238013.0,0.35016892530265237
272,AL,Natural Gas,2013,41765344.1,142410764.0,0.29327378722580266
273,AL,Natural Gas,2014,43368513.07,141376777.0,0.3067583940607162
274,AL,Natural Gas,2015,49697181.0,142928307.0,0.34770705707722405
275,AL,Natural Gas,2016,52450056.0,133623374.0,0.392521565875144
276,AL,Natural Gas,2017,47730448.0,131281253.0,0.36357398264625035
277,AL,Natural Gas,2018,52778380.0,135571616.0,0.3893025808588134
278,AL,Natural Gas,2019,52480459.0,134619705.0,0.3898423265747017
279,AL,Nuclear,1990,12051882.0,76259632.0,0.15803750534752123
280,AL,Nuclear,1991,15874637.0,85076034.0,0.1865935240939887
281,AL,Nuclear,1992,19397436.0,90817466.0,0.21358706484939802
282,AL,Nuclear,1993,17823325.0,94134546.0,0.18933883210102273
283,AL,Nuclear,1994,20479759.0,95186370.0,0.21515432304015797
284,AL,Nuclear,1995,20752341.0,99596562.0,0.20836402967403633
285,AL,Nuclear,1996,29707535.0,115099058.0,0.25810406719401646
286,AL,Nuclear,1997,29572670.0,113688479.0,0.2601202009220301
287,AL,Nuclear,1998,28662513.0,113398250.0,0.2527597471742289
288,AL,Nuclear,1999,30892394.0,113957482.0,0.2710870182266751
289,AL,Nuclear,2000,31368563.0,118079367.0,0.2656565985825449
290,AL,Nuclear,2001,30357063.0,118789017.0,0.25555445921401976
291,AL,Nuclear,2002,31856926.0,126096636.0,0.2526389839614754
292,AL,Nuclear,2003,31676953.0,130910429.0,0.24197425095902786
293,AL,Nuclear,2004,31635789.0,130681647.0,0.24208287641186524
294,AL,Nuclear,2005,31694223.0,131124893.0,0.2417101915194699
295,AL,Nuclear,2006,31911096.0,131468576.0,0.242727935229176
296,AL,Nuclear,2007,34325127.0,133474823.0,0.25716555548457254
297,AL,Nuclear,2008,38992641.0,138738042.0,0.28105226539091566
298,AL,Nuclear,2009,39716204.0,134083981.0,0.2962039440043177
299,AL,Nuclear,2010,37940821.0,143689514.0,0.26404724982228
300,AL,Nuclear,2011,39356122.0,148258894.0,0.26545538644042493
301,AL,Nuclear,2012,40841212.0,144238013.0,0.2831515156826238
302,AL,Nuclear,2013,40816135.0,142410764.0,0.28660849681278305
303,AL,Nuclear,2014,41243689.0,141376777.0,0.2917288813282255
304,AL,Nuclear,2015,41951382.0,142928307.0,0.29351346056313393
305,AL,Nuclear,2016,39901879.0,133623374.0,0.2986145148527682
306,AL,Nuclear,2017,42651973.0,131281253.0,0.3248900511331957
307,AL,Nuclear,2018,39462827.0,135571616.0,0.29108472823691944
308,AL,Nuclear,2019,43656862.0,134619705.0,0.32429770961093696
309,AL,Oil,1990,91916.0,76259632.0,0.001205303482188322
310,AL,Oil,1991,104324.0,85076034.0,0.0012262442793231287
311,AL,Oil,1992,82129.0,90817466.0,0.0009043304511491215
312,AL,Oil,1993,72217.0,94134546.0,0.000767167879048357
313,AL,Oil,1994,120574.0,95186370.0,0.0012667149719019645
314,AL,Oil,1995,101801.0,99596562.0,0.0010221336756584026
315,AL,Oil,1996,155778.0,115099058.0,0.0013534254989298001
316,AL,Oil,1997,118818.0,113688479.0,0.00104511909249837
317,AL,Oil,1998,260095.0,113398250.0,0.002293642097651419
318,AL,Oil,1999,154148.0,113957482.0,0.0013526799407519376
319,AL,Oil,2000,240527.0,118079367.0,0.0020369943209468592
320,AL,Oil,2001,262600.0,118789017.0,0.002210642083181815
321,AL,Oil,2002,206527.0,126096636.0,0.0016378470239285369
322,AL,Oil,2003,209906.0,130910429.0,0.0016034322215841184
323,AL,Oil,2004,114672.0,130681647.0,0.0008774912363937378
324,AL,Oil,2005,139564.0,131124893.0,0.001064359305139719
325,AL,Oil,2006,90559.0,131468576.0,0.0006888262028486564
326,AL,Oil,2007,76756.0,133474823.0,0.0005750597623942907
327,AL,Oil,2008,113054.0,138738042.0,0.000814873832513796
328,AL,Oil,2009,92314.0,134083981.0,0.0006884789615546991
329,AL,Oil,2010,113955.0,143689514.0,0.0007930641341023675
330,AL,Oil,2011,101164.73999999999,148258894.0,0.0006823519134035897
331,AL,Oil,2012,75336.0,144238013.0,0.0005223033681142017
332,AL,Oil,2013,58535.9,142410764.0,0.0004110356433450494
333,AL,Oil,2014,81660.38,141376777.0,0.0005776081597899208
334,AL,Oil,2015,63277.0,142928307.0,0.00044271846024174905
335,AL,Oil,2016,31150.0,133623374.0,0.00023311789747203958
336,AL,Oil,2017,28334.0,131281253.0,0.00021582670299467662
337,AL,Oil,2018,58727.0,135571616.0,0.0004331806445384556
338,AL,Oil,2019,13660.0,134619705.0,0.00010147102907408689
339,AL,Other,1990,27936.0,76259632.0,0.00036632749552213944
340,AL,Other,1991,25233.0,85076034.0,0.00029659351539588694
341,AL,Other,1992,25233.0,90817466.0,0.00027784303076679103
342,AL,Other,1993,6198.0,94134546.0,6.584192799952527e-05
343,AL,Other,1994,9430.0,95186370.0,9.906880575443733e-05
344,AL,Other,1995,1427.0,99596562.0,1.432780380511528e-05
345,AL,Other,2005,2143.0,131124893.0,1.6343197321045668e-05
346,AL,Other,2006,1747.0,131468576.0,1.3288346562755802e-05
347,AL,Other,2007,0.0,133474823.0,0.0
348,AL,Other,2008,3882.0,138738042.0,2.7980789868722525e-05
349,AL,Other,2009,2050.0,134083981.0,1.528892552794953e-05
350,AL,Other,2010,1190.0,143689514.0,8.28174559766414e-06
351,AL,Other,2011,1213.74,148258894.0,8.186625215213058e-06
352,AL,Other,2012,631.0,144238013.0,4.37471362004966e-06
353,AL,Other,2013,11862.0,142410764.0,8.32942655935755e-05
354,AL,Other,2014,45841.91,141376777.0,0.00032425346632424646
355,AL,Other,2015,43630.0,142928307.0,0.00030525793606440743
356,AL,Other,2016,38110.0,133623374.0,0.0002852045930227746
357,AL,Other,2017,41356.0,131281253.0,0.0003150183217705882
358,AL,Other,2018,37623.0,135571616.0,0.00027751384183544734
359,AL,Other,2019,40426.0,134619705.0,0.00030029779072833355
360,AL,Solar,2016,31261.0,133623374.0,0.0002339485904614263
361,AL,Solar,2017,180688.0,131281253.0,0.0013763427440778616
362,AL,Solar,2018,357252.0,135571616.0,0.0026351533642558337
363,AL,Solar,2019,384939.0,134619705.0,0.002859455084974373
364,AL,Total,1990,76259632.0,76259632.0,1.0
365,AL,Total,1991,85076034.0,85076034.0,1.0
366,AL,Total,1992,90817466.0,90817466.0,1.0
367,AL,Total,1993,94134546.0,94134546.0,1.0
368,AL,Total,1994,95186370.0,95186370.0,1.0
369,AL,Total,1995,99596562.0,99596562.0,1.0
370,AL,Total,1996,115099058.0,115099058.0,1.0
371,AL,Total,1997,113688479.0,113688479.0,1.0
372,AL,Total,1998,113398250.0,113398250.0,1.0
373,AL,Total,1999,113957482.0,113957482.0,1.0
374,AL,Total,2000,118079367.0,118079367.0,1.0
375,AL,Total,2001,118789017.0,118789017.0,1.0
376,AL,Total,2002,126096636.0,126096636.0,1.0
377,AL,Total,2003,130910429.0,130910429.0,1.0
378,AL,Total,2004,130681647.0,130681647.0,1.0
379,AL,Total,2005,131124893.0,131124893.0,1.0
380,AL,Total,2006,131468576.0,131468576.0,1.0
381,AL,Total,2007,133474823.0,133474823.0,1.0
382,AL,Total,2008,138738042.0,138738042.0,1.0
383,AL,Total,2009,134083981.0,134083981.0,1.0
384,AL,Total,2010,143689514.0,143689514.0,1.0
385,AL,Total,2011,148258894.0,148258894.0,1.0
386,AL,Total,2012,144238013.0,144238013.0,1.0
387,AL,Total,2013,142410764.0,142410764.0,1.0
388,AL,Total,2014,141376777.0,141376777.0,1.0
389,AL,Total,2015,142928307.0,142928307.0,1.0
390,AL,Total,2016,133623374.0,133623374.0,1.0
391,AL,Total,2017,131281253.0,131281253.0,1.0
392,AL,Total,2018,135571616.0,135571616.0,1.0
393,AL,Total,2019,134619705.0,134619705.0,1.0
394,AR,Coal,1990,19160989.0,37053436.0,0.5171177377450231
395,AR,Coal,1991,19573925.0,38365135.0,0.5102008633620082
396,AR,Coal,1992,20030355.0,37369959.0,0.5360015246471103
397,AR,Coal,1993,18025615.0,38050606.0,0.47372740922969797
398,AR,Coal,1994,19780738.0,39548511.0,0.5001639126186066
399,AR,Coal,1995,21506397.0,39526825.0,0.5440962435004583
400,AR,Coal,1996,24339185.0,43677832.0,0.5572434318626437
401,AR,Coal,1997,22760970.0,42794081.0,0.5318719193899736
402,AR,Coal,1998,23140020.0,43202008.0,0.5356237145273433
403,AR,Coal,1999,24612079.0,44132028.0,0.5576920009205106
404,AR,Coal,2000,24073573.0,41486607.0,0.5802733638834335
405,AR,Coal,2001,24678344.0,44728163.0,0.5517406113906355
406,AR,Coal,2002,22986650.0,44120689.0,0.5209948103938268
407,AR,Coal,2003,23422401.0,46666905.0,0.5019060295513491
408,AR,Coal,2004,25248810.0,48259426.0,0.5231891900247633
409,AR,Coal,2005,22940659.0,44542277.0,0.5150311242507877
410,AR,Coal,2006,24095405.0,49034858.0,0.4913933879445516
411,AR,Coal,2007,25642175.0,51834059.0,0.49469741507220183
412,AR,Coal,2008,25993257.0,51820076.0,0.5016059219982618
413,AR,Coal,2009,24986333.0,54209310.0,0.4609232805213717
414,AR,Coal,2010,28041002.0,57839898.0,0.4848037940869121
415,AR,Coal,2011,29317023.75,57919540.0,0.5061681040629812
416,AR,Coal,2012,28332248.0,61556886.0,0.4602612289387088
417,AR,Coal,2013,31802747.09,56917286.44,0.5587537473966758
418,AR,Coal,2014,33163636.68,58714778.3,0.5648260564069949
419,AR,Coal,2015,21682554.0,52482867.0,0.4131358525059235
420,AR,Coal,2016,23750176.0,57550353.0,0.41268514895121494
421,AR,Coal,2017,26240064.0,57870505.0,0.4534272510668431
422,AR,Coal,2018,29950596.0,64988488.0,0.4608600218549476
423,AR,Coal,2019,23270694.0,61603116.0,0.37775189813450344
424,AR,Hydro,1990,3654653.0,37053436.0,0.09863195953001498
425,AR,Hydro,1991,3546966.0,38365135.0,0.09245284813933276
426,AR,Hydro,1992,3377255.0,37369959.0,0.09037352703544577
427,AR,Hydro,1993,4509292.0,38050606.0,0.11850775780023057
428,AR,Hydro,1994,3462641.0,39548511.0,0.08755426974229194
429,AR,Hydro,1995,3217714.0,39526825.0,0.0814058300913367
430,AR,Hydro,1996,2796966.0,43677832.0,0.06403628275322823
